global_sent_idx,word_idx,beta,lossy_surprisal
10,3,0.5,8.40979788425606
10,4,0.5,6.9203143345077365
10,5,0.5,22.528225472302225
10,6,0.5,15.158466809445436
10,7,0.5,14.643827768657584
10,8,0.5,5.688133012106701
10,9,0.5,6.078820116250872
10,10,0.5,13.341977978166819
10,11,0.5,13.572917943097806
10,12,0.5,5.523278703579732
10,13,0.5,7.777005344131794
10,14,0.5,14.382075096652676
10,15,0.5,20.970094546920414
10,0,0.7,
10,1,0.7,3.5671791847668506
10,2,0.7,19.36384536279171
10,3,0.7,6.569112904787269
10,4,0.7,6.142828175395257
10,5,0.7,22.97484672626639
10,6,0.7,15.634803662852692
10,7,0.7,16.354763173235813
10,8,0.7,5.843050648607929
10,9,0.7,6.369002346146054
10,10,0.7,17.565778372950476
10,11,0.7,12.085016822153966
10,12,0.7,4.633549289989474
10,13,0.7,6.792554445440914
10,14,0.7,13.522637792394564
10,15,0.7,19.434820660517257
10,0,0.9,
10,1,0.9,3.56717918476685
10,2,0.9,19.153824086862983
10,3,0.9,5.020728470389433
10,4,0.9,4.10208695882059
10,5,0.9,22.31253086168402
10,6,0.9,15.24822180320832
10,7,0.9,14.414172318068319
10,8,0.9,6.049960962804047
10,9,0.9,4.795934219495704
10,10,0.9,16.90826810549934
10,11,0.9,9.179406685079652
10,12,0.9,2.247502412643002
10,13,0.9,4.686771950125448
10,14,0.9,12.807662866646911
